contrast_name,annotation,Test description,Reference description,Experiment_id,Data source,Platform
GSM28324.ch1-vs-GSM28324.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_NaN3:0.4mM,test_GSE1642_NaN3_0.4,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28325.ch1-vs-GSM28325.ch2,DMSO:50+70uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_POLYSORBATE80:0.05%_MEDIUM.PBS:+1,test_GSE1642_PBS_TWEEN80-0.05_DMSO50,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28326.ch1-vs-GSM28326.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_CHLORPROMAZINE:25ug/ml_GSNO:0.1mM,test_GSE1642_GSNO0.1_CPZ25,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28327.ch1-vs-GSM28327.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_MENADIONE:10ug/ml,test_GSE1642_MENA10,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28329.ch1-vs-GSM28329.ch2,STRAIN.H37Rv:1_MEDIUM.DUBOS:1_TEMPERATURE:37°C_OD650:0.3_GROWTH.NRP1:+1_OXYGEN:-1,test_GSE1642_NRP1,ref_GSE1642_AERO,GSE1642,GEO,GPL1343
GSM28328.ch1-vs-GSM28328.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_NaN3:0.4mM,test_GSE1642_NaN3-0.4,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28330.ch1-vs-GSM28330.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_CHLORPROMAZINE:25ug/ml,test_GSE1642_CPZ25,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28331.ch1-vs-GSM28331.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_GSNO:0.1mM,test_GSE1642_GSNO0.1,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28332.ch1-vs-GSM28332.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_CLOFAZIMINE:5ug/ml,test_GSE1642_GSNO0.1_CLOFA5,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28333.ch1-vs-GSM28333.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_NaN3:0.4mM,test_GSE1642_NaN3-0.4,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28335.ch1-vs-GSM28335.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_MENADIONE:6ug/ml,test_GSE1642_MENA6,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28334.ch1-vs-GSM28334.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_CHLORPROMAZINE:25ug/ml,test_GSE1642_CPZ25,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28336.ch1-vs-GSM28336.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_CHLORPROMAZINE:25ug/ml_GSNO:0.1mM,test_GSE1642_GSNO0.1_CPZ25,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28337.ch1-vs-GSM28337.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_GSNO:0.1mM_MENADIONE:6ug/ml,test_GSE1642_GSNO0.01_MENA6,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28338.ch1-vs-GSM28338.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_NaN3:2mM,test_GSE1642_NaN3-2,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28342.ch1-vs-GSM28342.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_GSNO:0.1mM,test_GSE1642_GSNO0.1,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28339.ch1-vs-GSM28339.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_ZnSO4:2mM,test_GSE1642_ZnSO4-2,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28340.ch1-vs-GSM28340.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_CHLORPROMAZINE:25ug/ml_GSNO:0.1mM,test_GSE1642_GSNO0.1_CPZ25,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28341.ch1-vs-GSM28341.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_CLOFAZIMINE:5ug/ml,test_GSE1642_CLOFA5,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28343.ch1-vs-GSM28343.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_NaN3:0.2mM,test_GSE1642_NaN3-0.2,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28344.ch1-vs-GSM28344.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_CHLORPROMAZINE:25ug/ml_GSNO:0.1mM,test_GSE1642_GSNO0.1_CPZ25,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28345.ch1-vs-GSM28345.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_GSNO:0.1mM_MENADIONE:10ug/ml,test_GSE1642_GSNO0.1_MENA10,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28346.ch1-vs-GSM28346.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_NaN3:0.4mM,test_GSE1642_NaN3-0.4,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28347.ch1-vs-GSM28347.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_CHLORPROMAZINE:25ug/ml,test_GSE1642_CPZ25,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28348.ch1-vs-GSM28348.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_DTT:1mM,test_GSE1642_DTT1,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28349.ch1-vs-GSM28349.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_NaN3:2mM,test_GSE1642_NaN3-2,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28350.ch1-vs-GSM28350.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_NIGERICIN:50uM,test_GSE1642_NIGER50,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28351.ch1-vs-GSM28351.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_MENADIONE:10ug/ml,test_GSE1642_MENA10,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28352.ch1-vs-GSM28352.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_GSNO:0.1mM,test_GSE1642_GSNO0.1,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28353.ch1-vs-GSM28353.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_CLOFAZIMINE:5ug/ml,test_GSE1642_GSNO0.1_CLOFA50,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28354.ch1-vs-GSM28354.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_CHLORPROMAZINE:25ug/ml_GSNO:0.1mM,test_GSE1642_GSNO0.1_CPZ25,ref_GSE1642,GSE1642,GEO,GPL1343
GSM28356.ch1-vs-GSM28356.ch2,STRAIN.H37Rv:1_TEMPERATURE:37°C_POLYSORBATE80:0.05%_MEDIUM.PBS:+1,test_GSE1642_PBS_TWEEN80-0.05,ref_GSE1642_7H9,GSE1642,GEO,GPL1343
GSM28355.ch1-vs-GSM28355.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.25_GSNO:0.1mM_MENADIONE:10ug/ml,test_GSE1642_GSNO0.1_MENA10,ref_GSE1642,GSE1642,GEO,GPL1343
GSM27855.ch1-vs-GSM27855.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_MITOMYCIN_C:0.1ug/ml,test_GSE1642_MTM0.1_20min,ref_GSE1642_20min,GSE1642,GEO,GPL1396
GSM27856.ch1-vs-GSM27856.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_MITOMYCIN_C:0.2ug/ml,test_GSE1642_MTM0.2_20min,ref_GSE1642_20min,GSE1642,GEO,GPL1396
GSM27857.ch1-vs-GSM27857.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_MITOMYCIN_C:0.1ug/ml,test_GSE1642_MTM0.1_45min,ref_GSE1642_45min,GSE1642,GEO,GPL1396
GSM27858.ch1-vs-GSM27858.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_MITOMYCIN_C:0.2ug/ml,test_GSE1642_MTM0.2_45min,ref_GSE1642_45min,GSE1642,GEO,GPL1396
GSM27859.ch1-vs-GSM27859.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_MITOMYCIN_C:0.2ug/ml,test_GSE1642_MTM0.2_1.5h,ref_GSE1642_1.5h,GSE1642,GEO,GPL1396
GSM27862.ch1-vs-GSM27862.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_MITOMYCIN_C:0.2ug/ml,test_GSE1642_MTM0.2_2h,ref_GSE1642_2h,GSE1642,GEO,GPL1396
GSM27860.ch1-vs-GSM27860.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_MITOMYCIN_C:0.2ug/ml,test_GSE1642_MTM0.2_2h,ref_GSE1642_2h,GSE1642,GEO,GPL1396
GSM27861.ch1-vs-GSM27861.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_MITOMYCIN_C:0.2ug/ml,test_GSE1642_MTM0.2_2h,ref_GSE1642_2h,GSE1642,GEO,GPL1396
GSM27863.ch1-vs-GSM27863.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_MITOMYCIN_C:0.2ug/ml,test_GSE1642_MTM0.2_2h,ref_GSE1642_2h,GSE1642,GEO,GPL1396
GSM27864.ch1-vs-GSM27864.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_MITOMYCIN_C:0.2ug/ml,test_GSE1642_MTM0.2_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27868.ch1-vs-GSM27868.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_MITOMYCIN_C:0.2ug/ml,test_GSE1642_MTM0.2_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27865.ch1-vs-GSM27865.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_MITOMYCIN_C:0.2ug/ml,test_GSE1642_MTM0.2_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27867.ch1-vs-GSM27867.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_MITOMYCIN_C:0.2ug/ml,test_GSE1642_MTM0.2_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27866.ch1-vs-GSM27866.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_MITOMYCIN_C:0.2ug/ml,test_GSE1642_MTM0.2_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27870.ch1-vs-GSM27870.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_H2O2:4mM,test_GSE1642_H2O2-4_1h,ref_GSE1642_1h,GSE1642,GEO,GPL1396
GSM27869.ch1-vs-GSM27869.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_MITOMYCIN_C:0.2ug/ml,test_GSE1642_MTM0.2_6h,ref_GSE1642_6h,GSE1642,GEO,GPL1396
GSM27873.ch1-vs-GSM27873.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_H2O2:4mM,test_GSE1642_H2O2-4_2h,ref_GSE1642_2h,GSE1642,GEO,GPL1396
GSM27875.ch1-vs-GSM27875.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_H2O2:4mM,test_GSE1642_H2O2-4_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27874.ch1-vs-GSM27874.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_H2O2:4mM,test_GSE1642_H2O2-4_2h,ref_GSE1642_2h,GSE1642,GEO,GPL1396
GSM27871.ch1-vs-GSM27871.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_H2O2:4mM,test_GSE1642_H2O2-4_2h,ref_GSE1642_2h,GSE1642,GEO,GPL1396
GSM27872.ch1-vs-GSM27872.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_H2O2:4mM,test_GSE1642_H2O2-4_2h,ref_GSE1642_2h,GSE1642,GEO,GPL1396
GSM27876.ch1-vs-GSM27876.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_H2O2:4mM,test_GSE1642_H2O2-4_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27878.ch1-vs-GSM27878.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_H2O2:4mM,test_GSE1642_H2O2-4_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27880.ch1-vs-GSM27880.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_UV:60mJ/cm2,test_GSE1642_UV60_2h,ref_GSE1642_2h,GSE1642,GEO,GPL1396
GSM27877.ch1-vs-GSM27877.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_H2O2:4mM,test_GSE1642_H2O2-4_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27881.ch1-vs-GSM27881.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_UV:25mJ/cm2,test_GSE1642_UV25,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM27879.ch1-vs-GSM27879.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_UV:25mJ/cm2,test_GSE1642_UV25_2h,ref_GSE1642_2h,GSE1642,GEO,GPL1396
GSM27882.ch1-vs-GSM27882.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_UV:60mJ/cm2,test_GSE1642_UV60_6h,ref_GSE1642_6h,GSE1642,GEO,GPL1396
GSM27883.ch1-vs-GSM27883.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:0.12mg/ml,test_GSE1642_PZA0.12_2h,ref_GSE1642_2h,GSE1642,GEO,GPL1396
GSM27884.ch1-vs-GSM27884.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:1.2mg/ml,test_GSE1642_PZA1.2_2h,ref_GSE1642_2h,GSE1642,GEO,GPL1396
GSM27885.ch1-vs-GSM27885.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:0.12mg/ml,test_GSE1642_PZA0.12_2.5h,ref_GSE1642_2.5h,GSE1642,GEO,GPL1396
GSM27887.ch1-vs-GSM27887.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:1.2mg/ml,test_GSE1642_PZA1.2_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27886.ch1-vs-GSM27886.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:0.12mg/ml,test_GSE1642_PZA0.12_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27888.ch1-vs-GSM27888.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:0.12mg/ml,test_GSE1642_PZA0.12_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27889.ch1-vs-GSM27889.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:1.2mg/ml,test_GSE1642_PZA1.2_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27891.ch1-vs-GSM27891.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:0.12mg/ml,test_GSE1642_PZA0.12_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27890.ch1-vs-GSM27890.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:0.12mg/ml,test_GSE1642_PZA0.12_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27892.ch1-vs-GSM27892.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:1.2mg/ml,test_GSE1642_PZA1.2_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27893.ch1-vs-GSM27893.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:1.2mg/ml,test_GSE1642_PZA1.2_5h,ref_GSE1642_5h,GSE1642,GEO,GPL1396
GSM27894.ch1-vs-GSM27894.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:0.12mg/ml,test_GSE1642_PZA0.12_5h,ref_GSE1642_5h,GSE1642,GEO,GPL1396
GSM27895.ch1-vs-GSM27895.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:0.12mg/ml,test_GSE1642_PZA0.12_5.5h,ref_GSE1642_5.5h,GSE1642,GEO,GPL1396
GSM27897.ch1-vs-GSM27897.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:1.2mg/ml,test_GSE1642_PZA1.2_6h,ref_GSE1642_6h,GSE1642,GEO,GPL1396
GSM27896.ch1-vs-GSM27896.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:1.2mg/ml,test_GSE1642_PZA1.2_6h,ref_GSE1642_6h,GSE1642,GEO,GPL1396
GSM27898.ch1-vs-GSM27898.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:0.12mg/ml,test_GSE1642_PZA0.12_6h,ref_GSE1642_6h,GSE1642,GEO,GPL1396
GSM27899.ch1-vs-GSM27899.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:0.12mg/ml,test_GSE1642_PZA0.12_6h,ref_GSE1642_6h,GSE1642,GEO,GPL1396
GSM27900.ch1-vs-GSM27900.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:1.2mg/ml,test_GSE1642_PZA1.2_7h,ref_GSE1642_7h,GSE1642,GEO,GPL1396
GSM27901.ch1-vs-GSM27901.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:1.2mg/ml,test_GSE1642_PZA1.2_7h,ref_GSE1642_7h,GSE1642,GEO,GPL1396
GSM27902.ch1-vs-GSM27902.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:1.2mg/ml,test_GSE1642_PZA1.2_10.5h,ref_GSE1642_10.5h,GSE1642,GEO,GPL1396
GSM27903.ch1-vs-GSM27903.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:0.12mg/ml,test_GSE1642_PZA0.12_10.5h,ref_GSE1642_10.5h,GSE1642,GEO,GPL1396
GSM27904.ch1-vs-GSM27904.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:0.12mg/ml,test_GSE1642_PZA0.12_11h,ref_GSE1642_11h,GSE1642,GEO,GPL1396
GSM27905.ch1-vs-GSM27905.ch2,MEDIUM.7H9:1_pH:5.6_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_PYRAZINAMIDE:1.2mg/ml,test_GSE1642_PZA1.2_16h,ref_GSE1642_16h,GSE1642,GEO,GPL1396
GSM27906.ch1-vs-GSM27906.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_NICOTINAMIDE:0.12mg/ml,test_GSE1642_NAM0.12_2h,ref_GSE1642_2h,GSE1642,GEO,GPL1396
GSM27911.ch1-vs-GSM27911.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_NICOTINAMIDE:1.2mg/ml,test_GSE1642_NAM1.2_5h,ref_GSE1642_5h,GSE1642,GEO,GPL1396
GSM27907.ch1-vs-GSM27907.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_NICOTINAMIDE:0.12mg/ml,test_GSE1642_NAM0.12_2h,ref_GSE1642_2h,GSE1642,GEO,GPL1396
GSM27910.ch1-vs-GSM27910.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_NICOTINAMIDE:0.12mg/ml,test_GSE1642_NAM0.12_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27908.ch1-vs-GSM27908.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_NICOTINAMIDE:0.12mg/ml,test_GSE1642_NAM0.12_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27909.ch1-vs-GSM27909.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_NICOTINAMIDE:0.12mg/ml,test_GSE1642_NAM0.12_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
GSM27914.ch1-vs-GSM27914.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_NICOTINAMIDE:1.2mg/ml,test_GSE1642_NAM1.2_10.5,ref_GSE1642_10.5h,GSE1642,GEO,GPL1396
GSM27980.ch1-vs-GSM27980.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_BENZAMIDE:0.12mg/ml,test_GSE1642_BZA0.12_2h,ref_GSE1642_2h,GSE1642,GEO,GPL1396
GSM27912.ch1-vs-GSM27912.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_NICOTINAMIDE:0.12mg/ml,test_GSE1642_NAM0.12_5.5h,ref_GSE1642_5.5h,GSE1642,GEO,GPL1396
GSM27981.ch1-vs-GSM27981.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.05_PLASMID.pAINT:1_pzaA.OVEREXPRESSION:1_BENZAMIDE:0.12mg/ml,test_GSE1642_BZA0.12_4h,ref_GSE1642_4h,GSE1642,GEO,GPL1396
