ContrastName	TestAnnotation
GSM28300.ch1-vs-GSM28300.ch2	MEDIUM.7H9:1
GSM28300.ch1-vs-GSM28300.ch2	DMSO:50uL
GSM28300.ch1-vs-GSM28300.ch2	STRAIN.H37Rv:1
GSM28300.ch1-vs-GSM28300.ch2	TEMPERATURE:37°C
GSM28300.ch1-vs-GSM28300.ch2	OD650:0.25
GSM28300.ch1-vs-GSM28300.ch2	DTT:2mM
GSM28296.ch1-vs-GSM28296.ch2	MEDIUM.7H9:1
GSM28296.ch1-vs-GSM28296.ch2	DMSO:50uL
GSM28296.ch1-vs-GSM28296.ch2	STRAIN.H37Rv:1
GSM28296.ch1-vs-GSM28296.ch2	TEMPERATURE:37°C
GSM28296.ch1-vs-GSM28296.ch2	OD650:0.22
GSM28296.ch1-vs-GSM28296.ch2	VALINOMYCIN:1uM
GSM28299.ch1-vs-GSM28299.ch2	MEDIUM.7H9:1
GSM28299.ch1-vs-GSM28299.ch2	DMSO:50uL
GSM28299.ch1-vs-GSM28299.ch2	STRAIN.H37Rv:1
GSM28299.ch1-vs-GSM28299.ch2	TEMPERATURE:37°C
GSM28299.ch1-vs-GSM28299.ch2	OD650:0.25
GSM28299.ch1-vs-GSM28299.ch2	DTNB:2mM
GSM28297.ch1-vs-GSM28297.ch2	MEDIUM.7H9:1
GSM28297.ch1-vs-GSM28297.ch2	DMSO:50uL
GSM28297.ch1-vs-GSM28297.ch2	STRAIN.H37Rv:1
GSM28297.ch1-vs-GSM28297.ch2	TEMPERATURE:37°C
GSM28297.ch1-vs-GSM28297.ch2	OD650:0.22
GSM28297.ch1-vs-GSM28297.ch2	VALINOMYCIN:10uM
GSM28295.ch1-vs-GSM28295.ch2	MEDIUM.7H9:1
GSM28295.ch1-vs-GSM28295.ch2	DMSO:50uL
GSM28295.ch1-vs-GSM28295.ch2	STRAIN.H37Rv:1
GSM28295.ch1-vs-GSM28295.ch2	TEMPERATURE:37°C
GSM28295.ch1-vs-GSM28295.ch2	OD650:0.22
GSM28295.ch1-vs-GSM28295.ch2	DTT:2mM
GSM28298.ch1-vs-GSM28298.ch2	MEDIUM.7H9:1
GSM28298.ch1-vs-GSM28298.ch2	DMSO:50uL
GSM28298.ch1-vs-GSM28298.ch2	STRAIN.H37Rv:1
GSM28298.ch1-vs-GSM28298.ch2	TEMPERATURE:37°C
GSM28298.ch1-vs-GSM28298.ch2	OD650:0.25
GSM28298.ch1-vs-GSM28298.ch2	MERCAPTOETHANOL:2mM
GSM28302.ch1-vs-GSM28302.ch2	MEDIUM.7H9:1
GSM28302.ch1-vs-GSM28302.ch2	DMSO:50uL
GSM28302.ch1-vs-GSM28302.ch2	STRAIN.H37Rv:1
GSM28302.ch1-vs-GSM28302.ch2	TEMPERATURE:37°C
GSM28302.ch1-vs-GSM28302.ch2	OD650:0.25
GSM28302.ch1-vs-GSM28302.ch2	VALINOMYCIN:1uM
GSM28306.ch1-vs-GSM28306.ch2	DMSO:50+70uL
GSM28306.ch1-vs-GSM28306.ch2	STRAIN.H37Rv:1
GSM28306.ch1-vs-GSM28306.ch2	TEMPERATURE:37°C
GSM28306.ch1-vs-GSM28306.ch2	OD650:0.25
GSM28306.ch1-vs-GSM28306.ch2	POLYSORBATE80:0.05%
GSM28306.ch1-vs-GSM28306.ch2	MEDIUM.PBS:+1
GSM28304.ch1-vs-GSM28304.ch2	MEDIUM.7H9:1
GSM28304.ch1-vs-GSM28304.ch2	DMSO:50uL
GSM28304.ch1-vs-GSM28304.ch2	STRAIN.H37Rv:1
GSM28304.ch1-vs-GSM28304.ch2	TEMPERATURE:37°C
GSM28304.ch1-vs-GSM28304.ch2	OD650:0.25
GSM28304.ch1-vs-GSM28304.ch2	VALINOMYCIN:1uM
GSM28305.ch1-vs-GSM28305.ch2	MEDIUM.7H9:1
GSM28305.ch1-vs-GSM28305.ch2	DMSO:50uL
GSM28305.ch1-vs-GSM28305.ch2	STRAIN.H37Rv:1
GSM28305.ch1-vs-GSM28305.ch2	TEMPERATURE:37°C
GSM28305.ch1-vs-GSM28305.ch2	OD650:0.25
GSM28305.ch1-vs-GSM28305.ch2	CHLORPROMAZINE:20ug/ml
GSM28303.ch1-vs-GSM28303.ch2	MEDIUM.7H9:1
GSM28303.ch1-vs-GSM28303.ch2	DMSO:50uL
GSM28303.ch1-vs-GSM28303.ch2	STRAIN.H37Rv:1
GSM28303.ch1-vs-GSM28303.ch2	TEMPERATURE:37°C
GSM28303.ch1-vs-GSM28303.ch2	OD650:0.25
GSM28303.ch1-vs-GSM28303.ch2	VERAPAMIL:50ug/ml
GSM28301.ch1-vs-GSM28301.ch2	MEDIUM.7H9:1
GSM28301.ch1-vs-GSM28301.ch2	DMSO:50uL
GSM28301.ch1-vs-GSM28301.ch2	STRAIN.H37Rv:1
GSM28301.ch1-vs-GSM28301.ch2	TEMPERATURE:37°C
GSM28301.ch1-vs-GSM28301.ch2	OD650:0.25
GSM28301.ch1-vs-GSM28301.ch2	NIGERICIN:50uM
GSM28307.ch1-vs-GSM28307.ch2	MEDIUM.7H9:1
GSM28307.ch1-vs-GSM28307.ch2	DMSO:50uL
GSM28307.ch1-vs-GSM28307.ch2	STRAIN.H37Rv:1
GSM28307.ch1-vs-GSM28307.ch2	TEMPERATURE:37°C
GSM28307.ch1-vs-GSM28307.ch2	OD650:0.25
GSM28307.ch1-vs-GSM28307.ch2	MENADIONE:10ug/ml
GSM28310.ch1-vs-GSM28310.ch2	MEDIUM.7H9:1
GSM28310.ch1-vs-GSM28310.ch2	DMSO:50uL
GSM28310.ch1-vs-GSM28310.ch2	STRAIN.H37Rv:1
GSM28310.ch1-vs-GSM28310.ch2	TEMPERATURE:37°C
GSM28310.ch1-vs-GSM28310.ch2	OD650:0.25
GSM28310.ch1-vs-GSM28310.ch2	CCCP:50uM
GSM28308.ch1-vs-GSM28308.ch2	MEDIUM.7H9:1
GSM28308.ch1-vs-GSM28308.ch2	DMSO:50uL
GSM28308.ch1-vs-GSM28308.ch2	STRAIN.H37Rv:1
GSM28308.ch1-vs-GSM28308.ch2	TEMPERATURE:37°C
GSM28308.ch1-vs-GSM28308.ch2	OD650:0.25
GSM28308.ch1-vs-GSM28308.ch2	CHLORPROMAZINE:20ug/ml
GSM28308.ch1-vs-GSM28308.ch2	GSNO:0.1mM
GSM28311.ch1-vs-GSM28311.ch2	MEDIUM.7H9:1
GSM28311.ch1-vs-GSM28311.ch2	DMSO:50uL
GSM28311.ch1-vs-GSM28311.ch2	STRAIN.H37Rv:1
GSM28311.ch1-vs-GSM28311.ch2	TEMPERATURE:37°C
GSM28311.ch1-vs-GSM28311.ch2	OD650:0.25
GSM28311.ch1-vs-GSM28311.ch2	NIGERICIN:50uM
GSM28309.ch1-vs-GSM28309.ch2	MEDIUM.7H9:1
GSM28309.ch1-vs-GSM28309.ch2	DMSO:50uL
GSM28309.ch1-vs-GSM28309.ch2	STRAIN.H37Rv:1
GSM28309.ch1-vs-GSM28309.ch2	TEMPERATURE:37°C
GSM28309.ch1-vs-GSM28309.ch2	OD650:0.25
GSM28309.ch1-vs-GSM28309.ch2	GSNO:0.1mM
GSM28309.ch1-vs-GSM28309.ch2	MENADIONE:10ug/ml
GSM28312.ch1-vs-GSM28312.ch2	MEDIUM.7H9:1
GSM28312.ch1-vs-GSM28312.ch2	DMSO:50uL
GSM28312.ch1-vs-GSM28312.ch2	STRAIN.H37Rv:1
GSM28312.ch1-vs-GSM28312.ch2	TEMPERATURE:37°C
GSM28312.ch1-vs-GSM28312.ch2	OD650:0.25
GSM28312.ch1-vs-GSM28312.ch2	VALINOMYCIN:0.5uM
GSM28316.ch1-vs-GSM28316.ch2	DMSO:50uL
GSM28316.ch1-vs-GSM28316.ch2	STRAIN.H37Rv:1
GSM28316.ch1-vs-GSM28316.ch2	MEDIUM.DUBOS:1
GSM28316.ch1-vs-GSM28316.ch2	TEMPERATURE:37°C
GSM28316.ch1-vs-GSM28316.ch2	OD650:0.25
GSM28316.ch1-vs-GSM28316.ch2	CHLORPROMAZINE:20ug/ml
GSM28314.ch1-vs-GSM28314.ch2	DMSO:50uL
GSM28314.ch1-vs-GSM28314.ch2	STRAIN.H37Rv:1
GSM28314.ch1-vs-GSM28314.ch2	MEDIUM.DUBOS:1
GSM28314.ch1-vs-GSM28314.ch2	TEMPERATURE:37°C
GSM28314.ch1-vs-GSM28314.ch2	OD650:0.25
GSM28314.ch1-vs-GSM28314.ch2	CHLORPROMAZINE:20ug/ml
GSM28314.ch1-vs-GSM28314.ch2	GSNO:0.1mM
GSM28315.ch1-vs-GSM28315.ch2	DMSO:50uL
GSM28315.ch1-vs-GSM28315.ch2	STRAIN.H37Rv:1
GSM28315.ch1-vs-GSM28315.ch2	MEDIUM.DUBOS:1
GSM28315.ch1-vs-GSM28315.ch2	TEMPERATURE:37°C
GSM28315.ch1-vs-GSM28315.ch2	OD650:0.25
GSM28315.ch1-vs-GSM28315.ch2	GSNO:0.1mM
GSM28315.ch1-vs-GSM28315.ch2	MENADIONE:10ug/ml
GSM28313.ch1-vs-GSM28313.ch2	MEDIUM.7H9:1
GSM28313.ch1-vs-GSM28313.ch2	DMSO:50uL
GSM28313.ch1-vs-GSM28313.ch2	STRAIN.H37Rv:1
GSM28313.ch1-vs-GSM28313.ch2	TEMPERATURE:37°C
GSM28313.ch1-vs-GSM28313.ch2	OD650:0.25
GSM28313.ch1-vs-GSM28313.ch2	VALINOMYCIN:0.5uM
GSM28313.ch1-vs-GSM28313.ch2	KCl:70mM
GSM28318.ch1-vs-GSM28318.ch2	STRAIN.H37Rv:1
GSM28318.ch1-vs-GSM28318.ch2	MEDIUM.DUBOS:1
GSM28318.ch1-vs-GSM28318.ch2	TEMPERATURE:37°C
GSM28318.ch1-vs-GSM28318.ch2	OD650:0.3
GSM28318.ch1-vs-GSM28318.ch2	GROWTH.NRP1:+1
GSM28318.ch1-vs-GSM28318.ch2	OXYGEN:-1
GSM28317.ch1-vs-GSM28317.ch2	DMSO:50uL
GSM28317.ch1-vs-GSM28317.ch2	STRAIN.H37Rv:1
GSM28317.ch1-vs-GSM28317.ch2	MEDIUM.DUBOS:1
GSM28317.ch1-vs-GSM28317.ch2	TEMPERATURE:37°C
GSM28317.ch1-vs-GSM28317.ch2	OD650:0.25
GSM28317.ch1-vs-GSM28317.ch2	MENADIONE:10ug/ml
GSM28319.ch1-vs-GSM28319.ch2	STRAIN.H37Rv:1
GSM28319.ch1-vs-GSM28319.ch2	MEDIUM.DUBOS:1
GSM28319.ch1-vs-GSM28319.ch2	TEMPERATURE:37°C
GSM28319.ch1-vs-GSM28319.ch2	OD650:0.3
GSM28319.ch1-vs-GSM28319.ch2	GROWTH.NRP1:+1
GSM28319.ch1-vs-GSM28319.ch2	OXYGEN:-1
GSM28319.ch1-vs-GSM28319.ch2	NITRATE:20mM
GSM28323.ch1-vs-GSM28323.ch2	MEDIUM.7H9:1
GSM28323.ch1-vs-GSM28323.ch2	DMSO:50uL
GSM28323.ch1-vs-GSM28323.ch2	STRAIN.H37Rv:1
GSM28323.ch1-vs-GSM28323.ch2	TEMPERATURE:37°C
GSM28323.ch1-vs-GSM28323.ch2	OD650:0.25
GSM28323.ch1-vs-GSM28323.ch2	CLOFAZIMINE:5ug/ml
GSM28322.ch1-vs-GSM28322.ch2	MEDIUM.7H9:1
GSM28322.ch1-vs-GSM28322.ch2	DMSO:50uL
GSM28322.ch1-vs-GSM28322.ch2	STRAIN.H37Rv:1
GSM28322.ch1-vs-GSM28322.ch2	TEMPERATURE:37°C
GSM28322.ch1-vs-GSM28322.ch2	OD650:0.25
GSM28322.ch1-vs-GSM28322.ch2	CHLORPROMAZINE:25ug/ml
GSM28322.ch1-vs-GSM28322.ch2	GSNO:0.1mM
GSM28321.ch1-vs-GSM28321.ch2	MEDIUM.7H9:1
GSM28321.ch1-vs-GSM28321.ch2	DMSO:50uL
GSM28321.ch1-vs-GSM28321.ch2	STRAIN.H37Rv:1
GSM28321.ch1-vs-GSM28321.ch2	TEMPERATURE:37°C
GSM28321.ch1-vs-GSM28321.ch2	OD650:0.25
GSM28321.ch1-vs-GSM28321.ch2	GSNO:0.02mM
GSM28320.ch1-vs-GSM28320.ch2	MEDIUM.7H9:1
GSM28320.ch1-vs-GSM28320.ch2	DMSO:50uL
GSM28320.ch1-vs-GSM28320.ch2	STRAIN.H37Rv:1
GSM28320.ch1-vs-GSM28320.ch2	TEMPERATURE:37°C
GSM28320.ch1-vs-GSM28320.ch2	OD650:0.25
GSM28320.ch1-vs-GSM28320.ch2	CHLORPROMAZINE:25ug/ml
GSM28324.ch1-vs-GSM28324.ch2	MEDIUM.7H9:1
GSM28324.ch1-vs-GSM28324.ch2	DMSO:50uL
GSM28324.ch1-vs-GSM28324.ch2	STRAIN.H37Rv:1
GSM28324.ch1-vs-GSM28324.ch2	TEMPERATURE:37°C
GSM28324.ch1-vs-GSM28324.ch2	OD650:0.25
GSM28324.ch1-vs-GSM28324.ch2	NaN3:0.4mM
GSM28325.ch1-vs-GSM28325.ch2	DMSO:50+70uL
GSM28325.ch1-vs-GSM28325.ch2	STRAIN.H37Rv:1
GSM28325.ch1-vs-GSM28325.ch2	TEMPERATURE:37°C
GSM28325.ch1-vs-GSM28325.ch2	OD650:0.25
GSM28325.ch1-vs-GSM28325.ch2	POLYSORBATE80:0.05%
GSM28325.ch1-vs-GSM28325.ch2	MEDIUM.PBS:+1
GSM28326.ch1-vs-GSM28326.ch2	MEDIUM.7H9:1
GSM28326.ch1-vs-GSM28326.ch2	DMSO:50uL
GSM28326.ch1-vs-GSM28326.ch2	STRAIN.H37Rv:1
GSM28326.ch1-vs-GSM28326.ch2	TEMPERATURE:37°C
GSM28326.ch1-vs-GSM28326.ch2	OD650:0.25
GSM28326.ch1-vs-GSM28326.ch2	CHLORPROMAZINE:25ug/ml
GSM28326.ch1-vs-GSM28326.ch2	GSNO:0.1mM
GSM28327.ch1-vs-GSM28327.ch2	MEDIUM.7H9:1
GSM28327.ch1-vs-GSM28327.ch2	DMSO:50uL
GSM28327.ch1-vs-GSM28327.ch2	STRAIN.H37Rv:1
GSM28327.ch1-vs-GSM28327.ch2	TEMPERATURE:37°C
GSM28327.ch1-vs-GSM28327.ch2	OD650:0.25
GSM28327.ch1-vs-GSM28327.ch2	MENADIONE:10ug/ml
GSM28329.ch1-vs-GSM28329.ch2	STRAIN.H37Rv:1
GSM28329.ch1-vs-GSM28329.ch2	MEDIUM.DUBOS:1
GSM28329.ch1-vs-GSM28329.ch2	TEMPERATURE:37°C
GSM28329.ch1-vs-GSM28329.ch2	OD650:0.3
GSM28329.ch1-vs-GSM28329.ch2	GROWTH.NRP1:+1
GSM28329.ch1-vs-GSM28329.ch2	OXYGEN:-1
GSM28328.ch1-vs-GSM28328.ch2	MEDIUM.7H9:1
GSM28328.ch1-vs-GSM28328.ch2	DMSO:50uL
GSM28328.ch1-vs-GSM28328.ch2	STRAIN.H37Rv:1
GSM28328.ch1-vs-GSM28328.ch2	TEMPERATURE:37°C
GSM28328.ch1-vs-GSM28328.ch2	OD650:0.25
GSM28328.ch1-vs-GSM28328.ch2	NaN3:0.4mM
GSM28330.ch1-vs-GSM28330.ch2	MEDIUM.7H9:1
GSM28330.ch1-vs-GSM28330.ch2	DMSO:50uL
GSM28330.ch1-vs-GSM28330.ch2	STRAIN.H37Rv:1
GSM28330.ch1-vs-GSM28330.ch2	TEMPERATURE:37°C
GSM28330.ch1-vs-GSM28330.ch2	OD650:0.25
GSM28330.ch1-vs-GSM28330.ch2	CHLORPROMAZINE:25ug/ml
GSM28331.ch1-vs-GSM28331.ch2	MEDIUM.7H9:1
GSM28331.ch1-vs-GSM28331.ch2	DMSO:50uL
GSM28331.ch1-vs-GSM28331.ch2	STRAIN.H37Rv:1
GSM28331.ch1-vs-GSM28331.ch2	TEMPERATURE:37°C
GSM28331.ch1-vs-GSM28331.ch2	OD650:0.25
GSM28331.ch1-vs-GSM28331.ch2	GSNO:0.1mM
GSM28332.ch1-vs-GSM28332.ch2	MEDIUM.7H9:1
GSM28332.ch1-vs-GSM28332.ch2	DMSO:50uL
GSM28332.ch1-vs-GSM28332.ch2	STRAIN.H37Rv:1
GSM28332.ch1-vs-GSM28332.ch2	TEMPERATURE:37°C
GSM28332.ch1-vs-GSM28332.ch2	OD650:0.25
GSM28332.ch1-vs-GSM28332.ch2	CLOFAZIMINE:5ug/ml
GSM28333.ch1-vs-GSM28333.ch2	MEDIUM.7H9:1
GSM28333.ch1-vs-GSM28333.ch2	DMSO:50uL
GSM28333.ch1-vs-GSM28333.ch2	STRAIN.H37Rv:1
GSM28333.ch1-vs-GSM28333.ch2	TEMPERATURE:37°C
GSM28333.ch1-vs-GSM28333.ch2	OD650:0.25
GSM28333.ch1-vs-GSM28333.ch2	NaN3:0.4mM
GSM28335.ch1-vs-GSM28335.ch2	MEDIUM.7H9:1
GSM28335.ch1-vs-GSM28335.ch2	DMSO:50uL
GSM28335.ch1-vs-GSM28335.ch2	STRAIN.H37Rv:1
GSM28335.ch1-vs-GSM28335.ch2	TEMPERATURE:37°C
GSM28335.ch1-vs-GSM28335.ch2	MENADIONE:6ug/ml
GSM28334.ch1-vs-GSM28334.ch2	MEDIUM.7H9:1
GSM28334.ch1-vs-GSM28334.ch2	DMSO:50uL
GSM28334.ch1-vs-GSM28334.ch2	STRAIN.H37Rv:1
GSM28334.ch1-vs-GSM28334.ch2	TEMPERATURE:37°C
GSM28334.ch1-vs-GSM28334.ch2	CHLORPROMAZINE:25ug/ml
GSM28336.ch1-vs-GSM28336.ch2	MEDIUM.7H9:1
GSM28336.ch1-vs-GSM28336.ch2	DMSO:50uL
GSM28336.ch1-vs-GSM28336.ch2	STRAIN.H37Rv:1
GSM28336.ch1-vs-GSM28336.ch2	TEMPERATURE:37°C
GSM28336.ch1-vs-GSM28336.ch2	CHLORPROMAZINE:25ug/ml
GSM28336.ch1-vs-GSM28336.ch2	GSNO:0.1mM
GSM28337.ch1-vs-GSM28337.ch2	MEDIUM.7H9:1
GSM28337.ch1-vs-GSM28337.ch2	DMSO:50uL
GSM28337.ch1-vs-GSM28337.ch2	STRAIN.H37Rv:1
GSM28337.ch1-vs-GSM28337.ch2	TEMPERATURE:37°C
GSM28337.ch1-vs-GSM28337.ch2	GSNO:0.1mM
GSM28337.ch1-vs-GSM28337.ch2	MENADIONE:6ug/ml
GSM28338.ch1-vs-GSM28338.ch2	MEDIUM.7H9:1
GSM28338.ch1-vs-GSM28338.ch2	DMSO:50uL
GSM28338.ch1-vs-GSM28338.ch2	STRAIN.H37Rv:1
GSM28338.ch1-vs-GSM28338.ch2	TEMPERATURE:37°C
GSM28338.ch1-vs-GSM28338.ch2	NaN3:2mM
GSM28342.ch1-vs-GSM28342.ch2	MEDIUM.7H9:1
GSM28342.ch1-vs-GSM28342.ch2	DMSO:50uL
GSM28342.ch1-vs-GSM28342.ch2	STRAIN.H37Rv:1
GSM28342.ch1-vs-GSM28342.ch2	TEMPERATURE:37°C
GSM28342.ch1-vs-GSM28342.ch2	OD650:0.25
GSM28342.ch1-vs-GSM28342.ch2	GSNO:0.1mM
GSM28339.ch1-vs-GSM28339.ch2	MEDIUM.7H9:1
GSM28339.ch1-vs-GSM28339.ch2	DMSO:50uL
GSM28339.ch1-vs-GSM28339.ch2	STRAIN.H37Rv:1
GSM28339.ch1-vs-GSM28339.ch2	TEMPERATURE:37°C
GSM28339.ch1-vs-GSM28339.ch2	ZnSO4:2mM
GSM28340.ch1-vs-GSM28340.ch2	MEDIUM.7H9:1
GSM28340.ch1-vs-GSM28340.ch2	DMSO:50uL
GSM28340.ch1-vs-GSM28340.ch2	STRAIN.H37Rv:1
GSM28340.ch1-vs-GSM28340.ch2	TEMPERATURE:37°C
GSM28340.ch1-vs-GSM28340.ch2	OD650:0.25
GSM28340.ch1-vs-GSM28340.ch2	CHLORPROMAZINE:25ug/ml
GSM28340.ch1-vs-GSM28340.ch2	GSNO:0.1mM
GSM28341.ch1-vs-GSM28341.ch2	MEDIUM.7H9:1
GSM28341.ch1-vs-GSM28341.ch2	DMSO:50uL
GSM28341.ch1-vs-GSM28341.ch2	STRAIN.H37Rv:1
GSM28341.ch1-vs-GSM28341.ch2	TEMPERATURE:37°C
GSM28341.ch1-vs-GSM28341.ch2	OD650:0.25
GSM28341.ch1-vs-GSM28341.ch2	CLOFAZIMINE:5ug/ml
GSM28343.ch1-vs-GSM28343.ch2	MEDIUM.7H9:1
GSM28343.ch1-vs-GSM28343.ch2	DMSO:50uL
GSM28343.ch1-vs-GSM28343.ch2	STRAIN.H37Rv:1
GSM28343.ch1-vs-GSM28343.ch2	TEMPERATURE:37°C
GSM28343.ch1-vs-GSM28343.ch2	OD650:0.25
GSM28343.ch1-vs-GSM28343.ch2	NaN3:0.2mM
GSM28344.ch1-vs-GSM28344.ch2	MEDIUM.7H9:1
GSM28344.ch1-vs-GSM28344.ch2	DMSO:50uL
GSM28344.ch1-vs-GSM28344.ch2	STRAIN.H37Rv:1
GSM28344.ch1-vs-GSM28344.ch2	TEMPERATURE:37°C
GSM28344.ch1-vs-GSM28344.ch2	OD650:0.25
GSM28344.ch1-vs-GSM28344.ch2	CHLORPROMAZINE:25ug/ml
GSM28344.ch1-vs-GSM28344.ch2	GSNO:0.1mM
GSM28345.ch1-vs-GSM28345.ch2	MEDIUM.7H9:1
GSM28345.ch1-vs-GSM28345.ch2	DMSO:50uL
GSM28345.ch1-vs-GSM28345.ch2	STRAIN.H37Rv:1
GSM28345.ch1-vs-GSM28345.ch2	TEMPERATURE:37°C
GSM28345.ch1-vs-GSM28345.ch2	OD650:0.25
GSM28345.ch1-vs-GSM28345.ch2	GSNO:0.1mM
GSM28345.ch1-vs-GSM28345.ch2	MENADIONE:10ug/ml
GSM28346.ch1-vs-GSM28346.ch2	MEDIUM.7H9:1
GSM28346.ch1-vs-GSM28346.ch2	DMSO:50uL
GSM28346.ch1-vs-GSM28346.ch2	STRAIN.H37Rv:1
GSM28346.ch1-vs-GSM28346.ch2	TEMPERATURE:37°C
GSM28346.ch1-vs-GSM28346.ch2	OD650:0.25
GSM28346.ch1-vs-GSM28346.ch2	NaN3:0.4mM
GSM28347.ch1-vs-GSM28347.ch2	MEDIUM.7H9:1
GSM28347.ch1-vs-GSM28347.ch2	DMSO:50uL
GSM28347.ch1-vs-GSM28347.ch2	STRAIN.H37Rv:1
GSM28347.ch1-vs-GSM28347.ch2	TEMPERATURE:37°C
GSM28347.ch1-vs-GSM28347.ch2	CHLORPROMAZINE:25ug/ml
GSM28348.ch1-vs-GSM28348.ch2	MEDIUM.7H9:1
GSM28348.ch1-vs-GSM28348.ch2	DMSO:50uL
GSM28348.ch1-vs-GSM28348.ch2	STRAIN.H37Rv:1
GSM28348.ch1-vs-GSM28348.ch2	TEMPERATURE:37°C
GSM28348.ch1-vs-GSM28348.ch2	DTT:1mM
GSM28349.ch1-vs-GSM28349.ch2	MEDIUM.7H9:1
GSM28349.ch1-vs-GSM28349.ch2	DMSO:50uL
GSM28349.ch1-vs-GSM28349.ch2	STRAIN.H37Rv:1
GSM28349.ch1-vs-GSM28349.ch2	TEMPERATURE:37°C
GSM28349.ch1-vs-GSM28349.ch2	NaN3:2mM
GSM28350.ch1-vs-GSM28350.ch2	MEDIUM.7H9:1
GSM28350.ch1-vs-GSM28350.ch2	DMSO:50uL
GSM28350.ch1-vs-GSM28350.ch2	STRAIN.H37Rv:1
GSM28350.ch1-vs-GSM28350.ch2	TEMPERATURE:37°C
GSM28350.ch1-vs-GSM28350.ch2	NIGERICIN:50uM
GSM28351.ch1-vs-GSM28351.ch2	MEDIUM.7H9:1
GSM28351.ch1-vs-GSM28351.ch2	DMSO:50uL
GSM28351.ch1-vs-GSM28351.ch2	STRAIN.H37Rv:1
GSM28351.ch1-vs-GSM28351.ch2	TEMPERATURE:37°C
GSM28351.ch1-vs-GSM28351.ch2	MENADIONE:10ug/ml
GSM28352.ch1-vs-GSM28352.ch2	MEDIUM.7H9:1
GSM28352.ch1-vs-GSM28352.ch2	DMSO:50uL
GSM28352.ch1-vs-GSM28352.ch2	STRAIN.H37Rv:1
GSM28352.ch1-vs-GSM28352.ch2	TEMPERATURE:37°C
GSM28352.ch1-vs-GSM28352.ch2	GSNO:0.1mM
GSM28353.ch1-vs-GSM28353.ch2	MEDIUM.7H9:1
GSM28353.ch1-vs-GSM28353.ch2	DMSO:50uL
GSM28353.ch1-vs-GSM28353.ch2	STRAIN.H37Rv:1
GSM28353.ch1-vs-GSM28353.ch2	TEMPERATURE:37°C
GSM28353.ch1-vs-GSM28353.ch2	CLOFAZIMINE:5ug/ml
GSM28354.ch1-vs-GSM28354.ch2	MEDIUM.7H9:1
GSM28354.ch1-vs-GSM28354.ch2	DMSO:50uL
GSM28354.ch1-vs-GSM28354.ch2	STRAIN.H37Rv:1
GSM28354.ch1-vs-GSM28354.ch2	TEMPERATURE:37°C
GSM28354.ch1-vs-GSM28354.ch2	OD650:0.25
GSM28354.ch1-vs-GSM28354.ch2	CHLORPROMAZINE:25ug/ml
GSM28354.ch1-vs-GSM28354.ch2	GSNO:0.1mM
GSM28356.ch1-vs-GSM28356.ch2	STRAIN.H37Rv:1
GSM28356.ch1-vs-GSM28356.ch2	TEMPERATURE:37°C
GSM28356.ch1-vs-GSM28356.ch2	POLYSORBATE80:0.05%
GSM28356.ch1-vs-GSM28356.ch2	MEDIUM.PBS:+1
GSM28355.ch1-vs-GSM28355.ch2	MEDIUM.7H9:1
GSM28355.ch1-vs-GSM28355.ch2	DMSO:50uL
GSM28355.ch1-vs-GSM28355.ch2	STRAIN.H37Rv:1
GSM28355.ch1-vs-GSM28355.ch2	TEMPERATURE:37°C
GSM28355.ch1-vs-GSM28355.ch2	OD650:0.25
GSM28355.ch1-vs-GSM28355.ch2	GSNO:0.1mM
GSM28355.ch1-vs-GSM28355.ch2	MENADIONE:10ug/ml
GSM27855.ch1-vs-GSM27855.ch2	MEDIUM.7H9:1
GSM27855.ch1-vs-GSM27855.ch2	STRAIN.H37Rv:1
GSM27855.ch1-vs-GSM27855.ch2	TEMPERATURE:37°C
GSM27855.ch1-vs-GSM27855.ch2	OD650:0.3
GSM27855.ch1-vs-GSM27855.ch2	MITOMYCIN_C:0.1ug/ml
GSM27856.ch1-vs-GSM27856.ch2	MEDIUM.7H9:1
GSM27856.ch1-vs-GSM27856.ch2	STRAIN.H37Rv:1
GSM27856.ch1-vs-GSM27856.ch2	TEMPERATURE:37°C
GSM27856.ch1-vs-GSM27856.ch2	OD650:0.3
GSM27856.ch1-vs-GSM27856.ch2	MITOMYCIN_C:0.2ug/ml
GSM27857.ch1-vs-GSM27857.ch2	MEDIUM.7H9:1
GSM27857.ch1-vs-GSM27857.ch2	STRAIN.H37Rv:1
GSM27857.ch1-vs-GSM27857.ch2	TEMPERATURE:37°C
GSM27857.ch1-vs-GSM27857.ch2	OD650:0.3
GSM27857.ch1-vs-GSM27857.ch2	MITOMYCIN_C:0.1ug/ml
GSM27858.ch1-vs-GSM27858.ch2	MEDIUM.7H9:1
GSM27858.ch1-vs-GSM27858.ch2	STRAIN.H37Rv:1
GSM27858.ch1-vs-GSM27858.ch2	TEMPERATURE:37°C
GSM27858.ch1-vs-GSM27858.ch2	OD650:0.3
GSM27858.ch1-vs-GSM27858.ch2	MITOMYCIN_C:0.2ug/ml
GSM27859.ch1-vs-GSM27859.ch2	MEDIUM.7H9:1
GSM27859.ch1-vs-GSM27859.ch2	STRAIN.H37Rv:1
GSM27859.ch1-vs-GSM27859.ch2	TEMPERATURE:37°C
GSM27859.ch1-vs-GSM27859.ch2	OD650:0.3
GSM27859.ch1-vs-GSM27859.ch2	MITOMYCIN_C:0.2ug/ml
